itemid,label,aliases,valueuom,category,fluid,structured_text
51694,Mumps IgG Ab Value,Mumps IgG Ab Value | Mumps IgG Ab Value Blood | Chemistry Mumps IgG Ab Value,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Mumps IgG Ab Value
ALIASES: Mumps IgG Ab Value | Mumps IgG Ab Value Blood | Chemistry Mumps IgG Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51694"
51717,Reserved,Reserved | Reserved Blood | Chemistry Reserved,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Reserved
ALIASES: Reserved | Reserved Blood | Chemistry Reserved
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51717"
51722,RFXLDLM,RFXLDLM | RFXLDLM Blood | Chemistry RFXLDLM,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: RFXLDLM
ALIASES: RFXLDLM | RFXLDLM Blood | Chemistry RFXLDLM
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51722"
52569,Glucose,Glucose | Glucose Blood | Chemistry Glucose,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Glucose
ALIASES: Glucose | Glucose Blood | Chemistry Glucose
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52569"
52647,Urea Nitrogen,Urea Nitrogen | Urea Nitrogen Blood | Chemistry Urea Nitrogen,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen
ALIASES: Urea Nitrogen | Urea Nitrogen Blood | Chemistry Urea Nitrogen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52647"
53094,HBV VL CT,HBV VL CT | HBV VL CT Blood | Chemistry HBV VL CT,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: HBV VL CT
ALIASES: HBV VL CT | HBV VL CT Blood | Chemistry HBV VL CT
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53094"
50898,Cancer Antigen 27.29,Cancer Antigen 27.29 | Cancer Antigen 27.29 Blood | Chemistry Cancer Antigen 27.29,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Cancer Antigen 27.29
ALIASES: Cancer Antigen 27.29 | Cancer Antigen 27.29 Blood | Chemistry Cancer Antigen 27.29
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50898"
50904,"Cholesterol, HDL","Cholesterol, HDL | Cholesterol HDL | Cholesterol, HDL Blood | Chemistry Cholesterol, HDL",mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, HDL
ALIASES: Cholesterol, HDL | Cholesterol HDL | Cholesterol, HDL Blood | Chemistry Cholesterol, HDL
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50904"
50946,Human Chorionic Gonadotropin,Human Chorionic Gonadotropin | Human Chorionic Gonadotropin Blood | Chemistry Human Chorionic Gonadotropin,mIU/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Human Chorionic Gonadotropin
ALIASES: Human Chorionic Gonadotropin | Human Chorionic Gonadotropin Blood | Chemistry Human Chorionic Gonadotropin
UNIT: mIU/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50946"
50971,Potassium,Potassium | Potassium Blood | Chemistry Potassium,mEq/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Potassium
ALIASES: Potassium | Potassium Blood | Chemistry Potassium
UNIT: mEq/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50971"
50975,Protein Electrophoresis,Protein Electrophoresis | Protein Electrophoresis Blood | Chemistry Protein Electrophoresis,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Protein Electrophoresis
ALIASES: Protein Electrophoresis | Protein Electrophoresis Blood | Chemistry Protein Electrophoresis
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50975"
51000,Triglycerides,Triglycerides | Triglycerides Blood | Chemistry Triglycerides,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Triglycerides
ALIASES: Triglycerides | Triglycerides Blood | Chemistry Triglycerides
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51000"
51573,Bromide,Bromide | Bromide Blood | Chemistry Bromide,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Bromide
ALIASES: Bromide | Bromide Blood | Chemistry Bromide
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51573"
51610,Dlta Bili,Dlta Bili | Dlta Bili Blood | Chemistry Dlta Bili,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Dlta Bili
ALIASES: Dlta Bili | Dlta Bili Blood | Chemistry Dlta Bili
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51610"
51612,Dr. X,Dr. X | Dr. X Blood | Chemistry Dr. X,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Dr. X
ALIASES: Dr. X | Dr. X Blood | Chemistry Dr. X
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51612"
51627,Free Lambda,Free Lambda | Free Lambda Blood | Chemistry Free Lambda,mg/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Free Lambda
ALIASES: Free Lambda | Free Lambda Blood | Chemistry Free Lambda
UNIT: mg/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51627"
51656,Hlap,Hlap | Hlap Blood | Chemistry Hlap,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Hlap
ALIASES: Hlap | Hlap Blood | Chemistry Hlap
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51656"
53096,"Protein, Total","Protein, Total | Protein Total | Protein, Total Blood | Chemistry Protein, Total",,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Protein, Total
ALIASES: Protein, Total | Protein Total | Protein, Total Blood | Chemistry Protein, Total
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53096"
50882,Bicarbonate,Bicarbonate | Bicarbonate Blood | Chemistry Bicarbonate,mEq/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Bicarbonate
ALIASES: Bicarbonate | Bicarbonate Blood | Chemistry Bicarbonate
UNIT: mEq/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50882"
50888,Blue Top Hold Frozen,Blue Top Hold Frozen | Blue Top Hold Frozen Blood | Chemistry Blue Top Hold Frozen,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Blue Top Hold Frozen
ALIASES: Blue Top Hold Frozen | Blue Top Hold Frozen Blood | Chemistry Blue Top Hold Frozen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50888"
50901,Centromere,Centromere | Centromere Blood | Chemistry Centromere,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Centromere
ALIASES: Centromere | Centromere Blood | Chemistry Centromere
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50901"
50992,Thyroid Peroxidase Antibodies,Thyroid Peroxidase Antibodies | Thyroid Peroxidase Antibodies Blood | Chemistry Thyroid Peroxidase Antibodies,IU/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Thyroid Peroxidase Antibodies
ALIASES: Thyroid Peroxidase Antibodies | Thyroid Peroxidase Antibodies Blood | Chemistry Thyroid Peroxidase Antibodies
UNIT: IU/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50992"
51566,Beta,Beta | Beta Blood | Chemistry Beta,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Beta
ALIASES: Beta | Beta Blood | Chemistry Beta
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51566"
51584,Chylomicrons,Chylomicrons | Chylomicrons Blood | Chemistry Chylomicrons,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Chylomicrons
ALIASES: Chylomicrons | Chylomicrons Blood | Chemistry Chylomicrons
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51584"
51599,D,D | D Blood | Chemistry D,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: D
ALIASES: D | D Blood | Chemistry D
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51599"
51744,Toxoplasma IgM Ab Value,Toxoplasma IgM Ab Value | Toxoplasma IgM Ab Value Blood | Chemistry Toxoplasma IgM Ab Value,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Toxoplasma IgM Ab Value
ALIASES: Toxoplasma IgM Ab Value | Toxoplasma IgM Ab Value Blood | Chemistry Toxoplasma IgM Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51744"
50890,C3,C3 | C3 Blood | Chemistry C3,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: C3
ALIASES: C3 | C3 Blood | Chemistry C3
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50890"
50916,DHEA-Sulfate,DHEA-Sulfate | DHEA-Sulfate Blood | Chemistry DHEA-Sulfate,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: DHEA-Sulfate
ALIASES: DHEA-Sulfate | DHEA-Sulfate Blood | Chemistry DHEA-Sulfate
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50916"
50935,Haptoglobin,Haptoglobin | Haptoglobin Blood | Chemistry Haptoglobin,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Haptoglobin
ALIASES: Haptoglobin | Haptoglobin Blood | Chemistry Haptoglobin
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50935"
51593,Copper,Copper | Copper Blood | Chemistry Copper,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Copper
ALIASES: Copper | Copper Blood | Chemistry Copper
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51593"
51606,Digitoxin,Digitoxin | Digitoxin Blood | Chemistry Digitoxin,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Digitoxin
ALIASES: Digitoxin | Digitoxin Blood | Chemistry Digitoxin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51606"
51668,Hsap,Hsap | Hsap Blood | Chemistry Hsap,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Hsap
ALIASES: Hsap | Hsap Blood | Chemistry Hsap
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51668"
53138,(Albumin),(Albumin) | (Albumin) Blood | Chemistry (Albumin),,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: (Albumin)
ALIASES: (Albumin) | (Albumin) Blood | Chemistry (Albumin)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53138"
50864,Alpha-Fetoprotein,Alpha-Fetoprotein | Alpha-Fetoprotein Blood | Chemistry Alpha-Fetoprotein,ng/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-Fetoprotein
ALIASES: Alpha-Fetoprotein | Alpha-Fetoprotein Blood | Chemistry Alpha-Fetoprotein
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50864"
50938,Hepatitis A Virus IgM Antibody,Hepatitis A Virus IgM Antibody | Hepatitis A Virus IgM Antibody Blood | Chemistry Hepatitis A Virus IgM Antibody,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Hepatitis A Virus IgM Antibody
ALIASES: Hepatitis A Virus IgM Antibody | Hepatitis A Virus IgM Antibody Blood | Chemistry Hepatitis A Virus IgM Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50938"
50959,Macro Prolactin,Macro Prolactin | Macro Prolactin Blood | Chemistry Macro Prolactin,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Macro Prolactin
ALIASES: Macro Prolactin | Macro Prolactin Blood | Chemistry Macro Prolactin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50959"
50967,Phenytoin,Phenytoin | Phenytoin Blood | Chemistry Phenytoin,ug/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Phenytoin
ALIASES: Phenytoin | Phenytoin Blood | Chemistry Phenytoin
UNIT: ug/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50967"
50995,"Thyroxine (T4), Free","Thyroxine (T4), Free | Thyroxine (T4) Free | Thyroxine (T4), Free Blood | Chemistry Thyroxine (T4), Free",ng/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Thyroxine (T4), Free
ALIASES: Thyroxine (T4), Free | Thyroxine (T4) Free | Thyroxine (T4), Free Blood | Chemistry Thyroxine (T4), Free
UNIT: ng/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50995"
51646,Hemoglobin F,Hemoglobin F | Hemoglobin F Blood | Chemistry Hemoglobin F,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Hemoglobin F
ALIASES: Hemoglobin F | Hemoglobin F Blood | Chemistry Hemoglobin F
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51646"
51706,Problem Specimen,Problem Specimen | Problem Specimen Blood | Chemistry Problem Specimen,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Problem Specimen
ALIASES: Problem Specimen | Problem Specimen Blood | Chemistry Problem Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51706"
51714,Reflex HIV Confirmation,Reflex HIV Confirmation | Reflex HIV Confirmation Blood | Chemistry Reflex HIV Confirmation,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Reflex HIV Confirmation
ALIASES: Reflex HIV Confirmation | Reflex HIV Confirmation Blood | Chemistry Reflex HIV Confirmation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51714"
51764,EE7,EE7 | EE7 Blood | Chemistry EE7,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: EE7
ALIASES: EE7 | EE7 Blood | Chemistry EE7
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51764"
51769,RUBIgGV,RUBIgGV | RUBIgGV Blood | Chemistry RUBIgGV,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: RUBIgGV
ALIASES: RUBIgGV | RUBIgGV Blood | Chemistry RUBIgGV
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51769"
51771,,Blood | Chemistry,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: 
ALIASES: Blood | Chemistry
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51771"
53145,Anti-GBM Antibody,Anti-GBM Antibody | Anti-GBM Antibody Blood | Chemistry Anti-GBM Antibody,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-GBM Antibody
ALIASES: Anti-GBM Antibody | Anti-GBM Antibody Blood | Chemistry Anti-GBM Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53145"
50862,Albumin,Albumin | Albumin Blood | Chemistry Albumin,g/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Albumin
ALIASES: Albumin | Albumin Blood | Chemistry Albumin
UNIT: g/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50862"
50911,"Creatine Kinase, MB Isoenzyme","Creatine Kinase, MB Isoenzyme | Creatine Kinase MB Isoenzyme | Creatine Kinase, MB Isoenzyme Blood | Chemistry Creatine Kinase, MB Isoenzyme",ng/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Creatine Kinase, MB Isoenzyme
ALIASES: Creatine Kinase, MB Isoenzyme | Creatine Kinase MB Isoenzyme | Creatine Kinase, MB Isoenzyme Blood | Chemistry Creatine Kinase, MB Isoenzyme
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50911"
50969,"Phenytoin, Percent Free","Phenytoin, Percent Free | Phenytoin Percent Free | Phenytoin, Percent Free Blood | Chemistry Phenytoin, Percent Free",,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Phenytoin, Percent Free
ALIASES: Phenytoin, Percent Free | Phenytoin Percent Free | Phenytoin, Percent Free Blood | Chemistry Phenytoin, Percent Free
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50969"
51721,Reverse T3,Reverse T3 | Reverse T3 Blood | Chemistry Reverse T3,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Reverse T3
ALIASES: Reverse T3 | Reverse T3 Blood | Chemistry Reverse T3
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51721"
51731,Single Stranded DNA,Single Stranded DNA | Single Stranded DNA Blood | Chemistry Single Stranded DNA,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Single Stranded DNA
ALIASES: Single Stranded DNA | Single Stranded DNA Blood | Chemistry Single Stranded DNA
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51731"
53132,Absolute Lymphocyte Count,Absolute Lymphocyte Count | Absolute Lymphocyte Count Blood | Chemistry Absolute Lymphocyte Count,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Absolute Lymphocyte Count
ALIASES: Absolute Lymphocyte Count | Absolute Lymphocyte Count Blood | Chemistry Absolute Lymphocyte Count
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53132"
50982,Sex Hormone Binding Globulin,Sex Hormone Binding Globulin | Sex Hormone Binding Globulin Blood | Chemistry Sex Hormone Binding Globulin,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Sex Hormone Binding Globulin
ALIASES: Sex Hormone Binding Globulin | Sex Hormone Binding Globulin Blood | Chemistry Sex Hormone Binding Globulin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50982"
51565,Argon,Argon | Argon Blood | Chemistry Argon,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Argon
ALIASES: Argon | Argon Blood | Chemistry Argon
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51565"
51746,Transferrin Saturation,Transferrin Saturation | Transferrin Saturation Blood | Chemistry Transferrin Saturation,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Transferrin Saturation
ALIASES: Transferrin Saturation | Transferrin Saturation Blood | Chemistry Transferrin Saturation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51746"
50859,"Acid Phosphatase, Non-Prostatic","Acid Phosphatase, Non-Prostatic | Acid Phosphatase Non-Prostatic | Acid Phosphatase, Non-Prostatic Blood | Chemistry Acid Phosphatase, Non-Prostatic",,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Acid Phosphatase, Non-Prostatic
ALIASES: Acid Phosphatase, Non-Prostatic | Acid Phosphatase Non-Prostatic | Acid Phosphatase, Non-Prostatic Blood | Chemistry Acid Phosphatase, Non-Prostatic
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50859"
50878,Asparate Aminotransferase (AST),Asparate Aminotransferase (AST) | Asparate Aminotransferase (AST) Blood | Chemistry Asparate Aminotransferase (AST),IU/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Asparate Aminotransferase (AST)
ALIASES: Asparate Aminotransferase (AST) | Asparate Aminotransferase (AST) Blood | Chemistry Asparate Aminotransferase (AST)
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50878"
50912,Creatinine,Creatinine | Creatinine Blood | Chemistry Creatinine,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Creatinine
ALIASES: Creatinine | Creatinine Blood | Chemistry Creatinine
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50912"
50957,Lithium,Lithium | Lithium Blood | Chemistry Lithium,mmol/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Lithium
ALIASES: Lithium | Lithium Blood | Chemistry Lithium
UNIT: mmol/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50957"
50985,Study Tubes,Study Tubes | Study Tubes Blood | Chemistry Study Tubes,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Study Tubes
ALIASES: Study Tubes | Study Tubes Blood | Chemistry Study Tubes
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50985"
50990,Theophylline,Theophylline | Theophylline Blood | Chemistry Theophylline,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Theophylline
ALIASES: Theophylline | Theophylline Blood | Chemistry Theophylline
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50990"
51006,Urea Nitrogen,Urea Nitrogen | Urea Nitrogen Blood | Chemistry Urea Nitrogen,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen
ALIASES: Urea Nitrogen | Urea Nitrogen Blood | Chemistry Urea Nitrogen
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51006"
51608,DirLst,DirLst | DirLst Blood | Chemistry DirLst,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: DirLst
ALIASES: DirLst | DirLst Blood | Chemistry DirLst
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51608"
51698,No MD,No MD | No MD Blood | Chemistry No MD,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: No MD
ALIASES: No MD | No MD Blood | Chemistry No MD
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51698"
52546,Creatinine,Creatinine | Creatinine Blood | Chemistry Creatinine,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Creatinine
ALIASES: Creatinine | Creatinine Blood | Chemistry Creatinine
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52546"
50867,Amylase,Amylase | Amylase Blood | Chemistry Amylase,IU/L,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Amylase
ALIASES: Amylase | Amylase Blood | Chemistry Amylase
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50867"
50906,"Cholesterol, LDL, Measured","Cholesterol, LDL, Measured | Cholesterol LDL Measured | Cholesterol, LDL, Measured Blood | Chemistry Cholesterol, LDL, Measured",mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, LDL, Measured
ALIASES: Cholesterol, LDL, Measured | Cholesterol LDL Measured | Cholesterol, LDL, Measured Blood | Chemistry Cholesterol, LDL, Measured
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50906"
50939,"Hepatitis B Core Antibody, IgM","Hepatitis B Core Antibody, IgM | Hepatitis B Core Antibody IgM | Hepatitis B Core Antibody, IgM Blood | Chemistry Hepatitis B Core Antibody, IgM",,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Hepatitis B Core Antibody, IgM
ALIASES: Hepatitis B Core Antibody, IgM | Hepatitis B Core Antibody IgM | Hepatitis B Core Antibody, IgM Blood | Chemistry Hepatitis B Core Antibody, IgM
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50939"
51003,Troponin T,Troponin T | Troponin T Blood | Chemistry Troponin T,ng/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Troponin T
ALIASES: Troponin T | Troponin T Blood | Chemistry Troponin T
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51003"
51652,High-Sensitivity CRP,High-Sensitivity CRP | High-Sensitivity CRP Blood | Chemistry High-Sensitivity CRP,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: High-Sensitivity CRP
ALIASES: High-Sensitivity CRP | High-Sensitivity CRP Blood | Chemistry High-Sensitivity CRP
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51652"
51675,INR(PT),INR(PT) | INR(PT) Blood | Chemistry INR(PT),,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: INR(PT)
ALIASES: INR(PT) | INR(PT) Blood | Chemistry INR(PT)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51675"
51730,Serum Folate,Serum Folate | Serum Folate Blood | Chemistry Serum Folate,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Serum Folate
ALIASES: Serum Folate | Serum Folate Blood | Chemistry Serum Folate
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51730"
51758,Xylose,Xylose | Xylose Blood | Chemistry Xylose,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Xylose
ALIASES: Xylose | Xylose Blood | Chemistry Xylose
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51758"
53130,4t,4t | 4t Blood | Chemistry 4t,,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: 4t
ALIASES: 4t | 4t Blood | Chemistry 4t
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53130"
50892,CA-125,CA-125 | CA-125 Blood | Chemistry CA-125,U/mL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: CA-125
ALIASES: CA-125 | CA-125 Blood | Chemistry CA-125
UNIT: U/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50892"
50970,Phosphate,Phosphate | Phosphate Blood | Chemistry Phosphate,mg/dL,Chemistry,Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Phosphate
ALIASES: Phosphate | Phosphate Blood | Chemistry Phosphate
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50970"
